budget,calls,category,correct,family,input_tokens,judgments,method,mode,output_tokens,plan_id,reference_feasible,remaining,scenario_id
1,4,correct_feasible_plan,True,transfers,9004,0,D,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
1,4,correct_feasible_plan,True,transfers,9004,0,D,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
2,4,correct_feasible_plan,True,transfers,9004,0,D,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
2,4,correct_feasible_plan,True,transfers,9004,0,D,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
4,4,correct_feasible_plan,True,transfers,9004,0,D,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
4,4,correct_feasible_plan,True,transfers,9004,0,D,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
0,4,correct_feasible_plan,True,transfers,9004,0,E,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
0,4,correct_feasible_plan,True,transfers,9004,0,E,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
1,4,correct_feasible_plan,True,transfers,9004,0,E,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
1,4,correct_feasible_plan,True,transfers,9004,0,E,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
2,4,correct_feasible_plan,True,transfers,9004,0,E,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
2,4,correct_feasible_plan,True,transfers,9004,0,E,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
4,4,correct_feasible_plan,True,transfers,9004,0,E,model,528,1483b040dc8ba4f200f8,True,1,pilot-11
4,4,correct_feasible_plan,True,transfers,9004,0,E,oracle,528,1483b040dc8ba4f200f8,True,1,pilot-11
0,1,correct_feasible_plan,True,transfers,2251,0,A,model,135,1483b040dc8ba4f200f8,True,,pilot-11
0,4,false_infeasibility,False,ordered_visits,9044,0,D,model,863,,True,2,pilot-12
0,4,false_infeasibility,False,ordered_visits,9044,0,D,oracle,863,,True,2,pilot-12
1,5,correct_feasible_plan,True,ordered_visits,9722,1,D,model,924,071622abdc3532fc0b1e,True,1,pilot-12
1,4,correct_feasible_plan,True,ordered_visits,9044,1,D,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
2,5,correct_feasible_plan,True,ordered_visits,9722,1,D,model,924,071622abdc3532fc0b1e,True,1,pilot-12
2,4,correct_feasible_plan,True,ordered_visits,9044,1,D,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
4,5,correct_feasible_plan,True,ordered_visits,9722,1,D,model,924,071622abdc3532fc0b1e,True,1,pilot-12
4,4,correct_feasible_plan,True,ordered_visits,9044,1,D,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
0,4,false_infeasibility,False,ordered_visits,9044,0,E,model,863,,True,2,pilot-12
0,4,false_infeasibility,False,ordered_visits,9044,0,E,oracle,863,,True,2,pilot-12
1,5,correct_feasible_plan,True,ordered_visits,9722,1,E,model,924,071622abdc3532fc0b1e,True,1,pilot-12
1,4,correct_feasible_plan,True,ordered_visits,9044,1,E,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
2,5,correct_feasible_plan,True,ordered_visits,9722,1,E,model,924,071622abdc3532fc0b1e,True,1,pilot-12
2,4,correct_feasible_plan,True,ordered_visits,9044,1,E,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
4,5,correct_feasible_plan,True,ordered_visits,9722,1,E,model,924,071622abdc3532fc0b1e,True,1,pilot-12
4,4,correct_feasible_plan,True,ordered_visits,9044,1,E,oracle,863,071622abdc3532fc0b1e,True,1,pilot-12
0,1,false_infeasibility,False,ordered_visits,2261,0,A,model,200,,True,,pilot-12
0,4,correct_feasible_plan,True,timing,9040,0,D,model,532,08e2cb13d652b47d6a32,True,2,pilot-13
0,4,correct_feasible_plan,True,timing,9040,0,D,oracle,532,08e2cb13d652b47d6a32,True,2,pilot-13
1,5,correct_feasible_plan,True,timing,9712,1,D,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
1,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
2,5,correct_feasible_plan,True,timing,9712,1,D,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
2,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
4,5,correct_feasible_plan,True,timing,9712,1,D,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
4,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
0,4,correct_feasible_plan,True,timing,9040,0,E,model,532,08e2cb13d652b47d6a32,True,2,pilot-13
0,4,correct_feasible_plan,True,timing,9040,0,E,oracle,532,08e2cb13d652b47d6a32,True,2,pilot-13
1,5,correct_feasible_plan,True,timing,9712,1,E,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
1,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
2,5,correct_feasible_plan,True,timing,9712,1,E,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
2,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
4,5,correct_feasible_plan,True,timing,9712,1,E,model,591,08e2cb13d652b47d6a32,True,1,pilot-13
4,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,08e2cb13d652b47d6a32,True,1,pilot-13
0,1,correct_feasible_plan,True,timing,2260,0,A,model,139,08e2cb13d652b47d6a32,True,,pilot-13
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,D,model,705,061bb2461d52e2b76732,True,3,pilot-14
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,D,oracle,705,061bb2461d52e2b76732,True,3,pilot-14
1,5,false_infeasibility,False,mode_exclusion,9735,1,D,model,800,,True,1,pilot-14
1,4,false_infeasibility,False,mode_exclusion,9052,1,D,oracle,705,,True,1,pilot-14
2,5,false_infeasibility,False,mode_exclusion,9735,1,D,model,800,,True,1,pilot-14
2,4,false_infeasibility,False,mode_exclusion,9052,1,D,oracle,705,,True,1,pilot-14
4,5,false_infeasibility,False,mode_exclusion,9735,1,D,model,800,,True,1,pilot-14
4,4,false_infeasibility,False,mode_exclusion,9052,1,D,oracle,705,,True,1,pilot-14
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,E,model,705,061bb2461d52e2b76732,True,3,pilot-14
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,E,oracle,705,061bb2461d52e2b76732,True,3,pilot-14
1,5,false_infeasibility,False,mode_exclusion,9735,1,E,model,800,,True,1,pilot-14
1,4,false_infeasibility,False,mode_exclusion,9052,1,E,oracle,705,,True,1,pilot-14
2,5,false_infeasibility,False,mode_exclusion,9735,1,E,model,800,,True,1,pilot-14
2,4,false_infeasibility,False,mode_exclusion,9052,1,E,oracle,705,,True,1,pilot-14
4,5,false_infeasibility,False,mode_exclusion,9735,1,E,model,800,,True,1,pilot-14
4,4,false_infeasibility,False,mode_exclusion,9052,1,E,oracle,705,,True,1,pilot-14
0,1,correct_feasible_plan,True,mode_exclusion,2263,0,A,model,167,061bb2461d52e2b76732,True,,pilot-14
0,4,invalid_model_output,False,infeasible,9044,0,D,model,198,,False,0,pilot-15
0,4,invalid_model_output,False,infeasible,9044,0,D,oracle,198,,False,0,pilot-15
1,4,invalid_model_output,False,infeasible,9044,0,D,model,198,,False,0,pilot-15
1,4,invalid_model_output,False,infeasible,9044,0,D,oracle,198,,False,0,pilot-15
2,4,invalid_model_output,False,infeasible,9044,0,D,model,198,,False,0,pilot-15
2,4,invalid_model_output,False,infeasible,9044,0,D,oracle,198,,False,0,pilot-15
4,4,invalid_model_output,False,infeasible,9044,0,D,model,198,,False,0,pilot-15
4,4,invalid_model_output,False,infeasible,9044,0,D,oracle,198,,False,0,pilot-15
0,4,invalid_model_output,False,infeasible,9044,0,E,model,198,,False,0,pilot-15
0,4,invalid_model_output,False,infeasible,9044,0,E,oracle,198,,False,0,pilot-15
1,4,invalid_model_output,False,infeasible,9044,0,E,model,198,,False,0,pilot-15
1,4,invalid_model_output,False,infeasible,9044,0,E,oracle,198,,False,0,pilot-15
2,4,invalid_model_output,False,infeasible,9044,0,E,model,198,,False,0,pilot-15
