scenario_id,method,budget,S,outcome,reference_feasible,oracle_witness_correct,judgments,final_plan_id,stop
pilot-06,D,4,True,correct_feasible_plan,True,True,2,06a8981f38212ea1c2e1,one_class_no_witness
pilot-06,E,0,True,correct_feasible_plan,True,True,0,06a8981f38212ea1c2e1,judgment_budget_limit
pilot-06,E,1,True,correct_feasible_plan,True,True,1,06a8981f38212ea1c2e1,judgment_budget_limit
pilot-06,E,2,True,correct_feasible_plan,True,True,2,06a8981f38212ea1c2e1,one_class_no_witness
pilot-06,E,4,True,correct_feasible_plan,True,True,2,06a8981f38212ea1c2e1,one_class_no_witness
pilot-07,D,0,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,D,1,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,D,2,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,D,4,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,E,0,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,E,1,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,E,2,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-07,E,4,True,correct_feasible_plan,True,True,0,19e9794bfbc0e5b01e46,one_class_no_witness
pilot-08,D,0,True,correct_feasible_plan,True,True,0,1bd242b68e4b940009a7,judgment_budget_limit
pilot-08,D,1,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-08,D,2,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-08,D,4,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-08,E,0,True,correct_feasible_plan,True,True,0,1bd242b68e4b940009a7,judgment_budget_limit
pilot-08,E,1,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-08,E,2,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-08,E,4,True,correct_feasible_plan,True,True,1,1bd242b68e4b940009a7,one_class_no_witness
pilot-09,D,0,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,D,1,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,D,2,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,D,4,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,E,0,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,E,1,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,E,2,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-09,E,4,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-10,D,0,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,D,1,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,D,2,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,D,4,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,E,0,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,E,1,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,E,2,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-10,E,4,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-11,D,0,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,D,1,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,D,2,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,D,4,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,E,0,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,E,1,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,E,2,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-11,E,4,True,correct_feasible_plan,True,True,0,1483b040dc8ba4f200f8,one_class_no_witness
pilot-12,D,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-12,D,1,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-12,D,2,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-12,D,4,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-12,E,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-12,E,1,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-12,E,2,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-12,E,4,True,correct_feasible_plan,True,True,1,071622abdc3532fc0b1e,one_class_no_witness
pilot-13,D,0,True,correct_feasible_plan,True,True,0,08e2cb13d652b47d6a32,judgment_budget_limit
pilot-13,D,1,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-13,D,2,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-13,D,4,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-13,E,0,True,correct_feasible_plan,True,True,0,08e2cb13d652b47d6a32,judgment_budget_limit
pilot-13,E,1,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-13,E,2,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-13,E,4,True,correct_feasible_plan,True,True,1,08e2cb13d652b47d6a32,one_class_no_witness
pilot-14,D,0,True,correct_feasible_plan,True,True,0,061bb2461d52e2b76732,judgment_budget_limit
pilot-14,D,1,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-14,D,2,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-14,D,4,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-14,E,0,True,correct_feasible_plan,True,True,0,061bb2461d52e2b76732,judgment_budget_limit
pilot-14,E,1,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-14,E,2,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-14,E,4,False,false_infeasibility,True,False,1,,one_class_no_witness
pilot-15,D,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,D,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,D,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,D,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,E,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,E,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,E,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-15,E,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-16,D,0,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,D,1,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,D,2,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,D,4,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,E,0,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,E,1,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,E,2,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-16,E,4,True,correct_feasible_plan,True,True,0,4d86024018420a6a0561,one_class_no_witness
pilot-17,D,0,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,D,1,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,D,2,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,D,4,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,E,0,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,E,1,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,E,2,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-17,E,4,True,correct_feasible_plan,True,True,0,3202db15cbf15a08e585,one_class_no_witness
pilot-18,D,0,True,correct_feasible_plan,True,True,0,12b051372ba2bb22cd12,judgment_budget_limit
pilot-18,D,1,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-18,D,2,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-18,D,4,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-18,E,0,True,correct_feasible_plan,True,True,0,12b051372ba2bb22cd12,judgment_budget_limit
pilot-18,E,1,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-18,E,2,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-18,E,4,True,correct_feasible_plan,True,True,1,12b051372ba2bb22cd12,one_class_no_witness
pilot-19,D,0,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,D,1,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,D,2,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,D,4,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,E,0,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,E,1,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,E,2,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-19,E,4,False,incorrect_plan,True,False,0,2ecab41b2ff3eaf43736,one_class_no_witness
pilot-20,D,0,True,correct_feasible_plan,True,True,0,232acddf37f42b365aee,judgment_budget_limit
pilot-20,D,1,True,correct_feasible_plan,True,True,1,232acddf37f42b365aee,judgment_budget_limit
pilot-20,D,2,True,correct_feasible_plan,True,True,2,232acddf37f42b365aee,one_class_no_witness
pilot-20,D,4,True,correct_feasible_plan,True,True,2,232acddf37f42b365aee,one_class_no_witness
pilot-20,E,0,True,correct_feasible_plan,True,True,0,232acddf37f42b365aee,judgment_budget_limit
pilot-20,E,1,True,correct_feasible_plan,True,True,1,232acddf37f42b365aee,judgment_budget_limit
pilot-20,E,2,True,correct_feasible_plan,True,True,2,232acddf37f42b365aee,one_class_no_witness
pilot-20,E,4,True,correct_feasible_plan,True,True,2,232acddf37f42b365aee,one_class_no_witness
pilot-21,D,0,True,correct_feasible_plan,True,True,0,a74f125439a90f15569c,judgment_budget_limit
pilot-21,D,1,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-21,D,2,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-21,D,4,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-21,E,0,True,correct_feasible_plan,True,True,0,a74f125439a90f15569c,judgment_budget_limit
pilot-21,E,1,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-21,E,2,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-21,E,4,True,correct_feasible_plan,True,True,1,a74f125439a90f15569c,one_class_no_witness
pilot-22,D,0,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,D,1,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,D,2,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,D,4,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,E,0,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,E,1,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,E,2,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-22,E,4,False,false_infeasibility,True,False,0,,one_class_no_witness
pilot-23,D,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,D,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,D,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,D,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,E,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,E,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,E,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-23,E,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-24,D,0,False,incorrect_plan,True,False,0,27be9fd50f3748ae5bd3,judgment_budget_limit
pilot-24,D,1,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-24,D,2,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-24,D,4,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-24,E,0,False,incorrect_plan,True,False,0,27be9fd50f3748ae5bd3,judgment_budget_limit
pilot-24,E,1,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-24,E,2,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-24,E,4,True,correct_feasible_plan,True,True,1,05199a5a66b044a97367,one_class_no_witness
pilot-25,D,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-25,D,1,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-25,D,2,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-25,D,4,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-25,E,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-25,E,1,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-25,E,2,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-25,E,4,True,correct_feasible_plan,True,True,1,2bce97fc17163394687f,one_class_no_witness
pilot-26,D,0,True,correct_feasible_plan,True,True,0,4d149284ebebab02f59b,judgment_budget_limit
pilot-26,D,1,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-26,D,2,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-26,D,4,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-26,E,0,True,correct_feasible_plan,True,True,0,4d149284ebebab02f59b,judgment_budget_limit
pilot-26,E,1,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-26,E,2,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-26,E,4,True,correct_feasible_plan,True,True,1,9c48be15db2147416e55,one_class_no_witness
pilot-27,D,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-27,D,1,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-27,D,2,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-27,D,4,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-27,E,0,False,false_infeasibility,True,False,0,,judgment_budget_limit
pilot-27,E,1,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-27,E,2,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-27,E,4,False,incorrect_plan,True,False,1,0ccdf17de23687ac121f,one_class_no_witness
pilot-28,D,0,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,D,1,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,D,2,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,D,4,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,E,0,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,E,1,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,E,2,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-28,E,4,True,correct_infeasibility,False,True,0,,one_class_no_witness
pilot-29,D,0,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,D,1,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,D,2,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,D,4,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,E,0,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,E,1,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,E,2,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-29,E,4,True,correct_feasible_plan,True,True,0,12b48372fefc1a7c9bd9,one_class_no_witness
pilot-30,D,0,True,correct_feasible_plan,True,True,0,010472eee2cf6c81e0c3,judgment_budget_limit
pilot-30,D,1,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-30,D,2,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-30,D,4,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-30,E,0,True,correct_feasible_plan,True,True,0,010472eee2cf6c81e0c3,judgment_budget_limit
pilot-30,E,1,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-30,E,2,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-30,E,4,True,correct_feasible_plan,True,True,1,010472eee2cf6c81e0c3,one_class_no_witness
pilot-31,D,0,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,D,1,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,D,2,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,D,4,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,E,0,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,E,1,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,E,2,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-31,E,4,True,correct_feasible_plan,True,True,0,4295f3ea23e2bc8a76cf,one_class_no_witness
pilot-32,D,0,True,correct_feasible_plan,True,True,0,8b422de494543afacba4,judgment_budget_limit
pilot-32,D,1,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-32,D,2,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-32,D,4,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-32,E,0,True,correct_feasible_plan,True,True,0,8b422de494543afacba4,judgment_budget_limit
pilot-32,E,1,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-32,E,2,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-32,E,4,True,correct_feasible_plan,True,True,1,dd6cd859e42b9fcf6ac5,one_class_no_witness
pilot-33,D,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,D,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,D,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,D,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,E,0,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,E,1,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,E,2,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-33,E,4,False,invalid_model_output,False,False,0,,no_parsed_candidate
pilot-34,D,0,False,incorrect_plan,True,False,0,090d964b9fb94a3803e6,judgment_budget_limit
pilot-34,D,1,False,incorrect_plan,True,False,1,090d964b9fb94a3803e6,judgment_budget_limit
pilot-34,D,2,False,incorrect_plan,True,True,2,090d964b9fb94a3803e6,one_class_no_witness
pilot-34,D,4,False,incorrect_plan,True,True,2,090d964b9fb94a3803e6,one_class_no_witness
pilot-34,E,0,False,incorrect_plan,True,False,0,090d964b9fb94a3803e6,judgment_budget_limit
pilot-34,E,1,False,incorrect_plan,True,False,1,090d964b9fb94a3803e6,judgment_budget_limit
pilot-34,E,2,False,incorrect_plan,True,True,2,090d964b9fb94a3803e6,one_class_no_witness
pilot-34,E,4,False,incorrect_plan,True,True,2,090d964b9fb94a3803e6,one_class_no_witness
pilot-35,D,0,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,D,1,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,D,2,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,D,4,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,E,0,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,E,1,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,E,2,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-35,E,4,False,incorrect_plan,True,False,0,0e85dcd1705addd255ea,one_class_no_witness
pilot-36,D,0,True,correct_feasible_plan,True,True,0,410d090731a809d0d7d1,judgment_budget_limit
pilot-36,D,1,True,correct_feasible_plan,True,True,1,410d090731a809d0d7d1,one_class_no_witness
pilot-36,D,2,True,correct_feasible_plan,True,True,1,410d090731a809d0d7d1,one_class_no_witness
pilot-36,D,4,True,correct_feasible_plan,True,True,1,410d090731a809d0d7d1,one_class_no_witness
pilot-36,E,0,True,correct_feasible_plan,True,True,0,410d090731a809d0d7d1,judgment_budget_limit
pilot-36,E,1,True,correct_feasible_plan,True,True,1,410d090731a809d0d7d1,one_class_no_witness
pilot-36,E,2,True,correct_feasible_plan,True,True,1,410d090731a809d0d7d1,one_class_no_witness
